0.99999999327221856,9.5035034395660092E-004,2.8453453262024833E-004,4.3355855564167128E-005,5.1441441095354664E-005,5.6626626245655056E-009
-7.1391471206011187E-003,-2.7920198303189041E-003,2.0618257046835719E-004,5.3742618854739607E-006,-7.4109666400983439E-006,-9.4228928992033705E-008;3.9963206811108321,2.9325618230120920,-0.10161684513324119,-4.5580995107645803E-003,6.4393467159066962E-003,7.5362433797661883E-005;6.4014180589088028,6.5652524395894289,-0.36891990866911151,-4.2857437755216771E-003,3.8841698672038160E-003,1.0278267778487920E-004;14.423381330083719,-13.738440696140779,-0.23791853620184850,2.6837534572890041E-003,2.6650329413997532E-003,-2.4870770529099009E-005;16.803627174354329,-24.995450612462601,0.12748328507159021,2.5847451625553150E-003,1.7693564391068740E-003,-9.6002536920095061E-005;-9.8840028701230604,-27.960808274454710,5.8510049547197518,3.0340769016485919E-003,-1.5453347746802559E-003,-7.1226928057482376E-004
-6.5541185995748518E-003,-3.4936436622061526E-003,1.9542375157435374E-004,6.3050679542316487E-006,-6.5987676567294307E-006,-1.2056364737986308E-007;3.4941995999757958,3.5386267517827181,-9.2887542645307242E-002,-5.4627184774278395E-003,5.6588432864518728E-003,9.8835374377489389E-005;5.9608097030415452,6.9407873319510287,-0.35793703548047767,-4.5238946701405096E-003,3.6238193301381828E-003,1.1682204709869360E-004;14.689039644495049,-13.469382505834238,-0.24036089631464702,2.6292609730093884E-003,2.7159495517378217E-003,-2.3975134788579308E-005;17.061185880862009,-24.817162644054982,0.11787628106643026,2.5663815311893177E-003,1.7963718959208041E-003,-9.6135809852627017E-005;-9.5800710008864343,-28.113840686728096,5.7794657433090171,3.0445010553766211E-003,-1.5153011529532034E-003,-7.1849907348178462E-004
-5.8827152266505795E-003,-4.1076260115949599E-003,1.8215588508636285E-004,7.0985980087226475E-006,-5.6622496169035658E-006,-1.4432053412426197E-007;2.9084425390389397,4.0601259787093706,-8.1936841445014272E-002,-6.2275545479118294E-003,4.7523103802167444E-003,1.1969987009368613E-004;5.4971653554373479,7.2894909180468437,-0.34556719988948775,-4.7462595641265207E-003,3.3477108854342553E-003,1.3051033690153775E-004;14.949203498432688,-13.195287261968637,-0.24271330913038486,2.5738677078386519E-003,2.7657718865659420E-003,-2.3071878254431528E-005;17.316894023731784,-24.636182487868791,0.10825647003746015,2.5477341958818653E-003,1.8231997148842360E-003,-9.6258674717467429E-005;-9.2751145400994943,-28.263866142858959,5.7073083247785421,3.0545687809503202E-003,-1.4851966648174587E-003,-7.2463332484895256E-004
-5.1395234961888314E-003,-4.6228127032339351E-003,1.6666174109739111E-004,7.7385781002811595E-006,-4.6273613442207845E-006,-1.6501843556461667E-007;2.2539132630891232,4.4857855727960319,-6.9050829590382681E-002,-6.8358475709606719E-003,3.7467380514121422E-003,1.3747063910741014E-004;5.0121242917276270,7.6098393026623476,-0.33184900558752661,-4.9516309481344436E-003,3.0568992443566249E-003,1.4377752145034925E-004;15.203783855183708,-12.916265025002039,-0.24497502870803897,2.5175945223867174E-003,2.8144873360277660E-003,-2.2161324054868385E-005;17.570723325348720,-24.452529051698082,9.8624893582317269E-002,2.5288050216290231E-003,1.8498370149788990E-003,-9.6371115821496968E-005;-8.9691691143503984,-28.410877859663842,5.6345422821403508,3.0642804202749797E-003,-1.4550273747737882E-003,-7.3067146335505822E-004
-4.3404830313479043E-003,-5.0307402566530093E-003,1.4926646695998452E-004,8.2142378426576558E-006,-3.5217452721077409E-006,-1.8229229497377897E-007;1.5468636036093919,4.8071300013984306,-5.4558087874924589E-002,-7.2766143494363061E-003,2.6708708969186618E-003,1.5178438705097395E-004;4.5074443707815917,7.9004187611444632,-0.31682805032294797,-5.1388486462856809E-003,2.7525299274075211E-003,1.5655416501293213E-004;15.452693773712449,-12.632427102180680,-0.24714534151692610,2.4604624664717615E-003,2.8620835716716714E-003,-2.1243797161598816E-005;17.822645697354432,-24.266221531742566,8.8982594832168194E-002,2.5095959278862395E-003,1.8762809086649893E-003,-9.6473118174175696E-005;-8.6622703108399222,-28.554869658886144,5.5611772537583111,3.0736364190942890E-003,-1.4247993155731993E-003,-7.3661295356319497E-004
-3.5023368085728866E-003,-5.3257399707634830E-003,1.3032571869479805E-004,8.5202404642481480E-006,-2.3734506372168953E-006,-1.9589694985032719E-007;0.80435676527319355,5.0185891386717199,-3.8817254580500143E-002,-7.5445670596329959E-003,1.5538583328850929E-003,1.6240311535195665E-004;3.9849960120743959,8.1599340198168306,-0.30055674727642429,-5.3068261530872353E-003,2.4358249593908620E-003,1.6877371065326412E-004;15.695848426642396,-12.343886020011203,-0.24922356659018577,2.4024927603464898E-003,2.9085485355972774E-003,-2.0319623785013938E-005;18.072633245884298,-24.077279413355548,7.9330618384523224E-002,2.4901088843565173E-003,1.9025285003246289E-003,-9.6564667434152778E-005;-8.3544536670223319,-28.695835963639105,5.4872229296788095,3.0826373265402151E-003,-1.3945184806224845E-003,-7.4245729751003763E-004
-2.6421046282753833E-003,-5.5049205393971484E-003,1.1021380539651953E-004,8.6563011734188980E-006,-1.2098055456781424E-006,-2.0570331370521787E-007;4.3715882931305863E-002,5.1174777310732305,-2.2204658900271360E-002,-7.6397043756526979E-003,4.2406890643601343E-004,1.6920972281731376E-004;3.4467535625049739,8.3872156408523502,-0.28309396337196047,-5.4545747902549199E-003,2.1080791206905002E-003,1.8037374652288098E-004;15.933165116379456,-12.050755497448094,-0.25120905562173407,2.3437067764449592E-003,2.9538704365248453E-003,-1.9389130849757431E-005;18.320658276376616,-23.885722471849700,6.9670010239187952E-002,2.4703459066765469E-003,1.9285768865639884E-003,-9.6645749897805453E-005;-8.0457546602795791,-28.833771794107154,5.4126890478122833,3.0912837949006191E-003,-1.3641908167761248E-003,-7.4820403608735796E-004
-1.7766066699442102E-003,-5.5680488011441891E-003,8.9312526491454412E-005,8.6265830713894630E-006,-5.6515409898701383E-008,-2.1168866180588112E-007;-0.71797411682864154,5.1038676896827671,-5.1027040647377174E-003,-7.5666711723880245E-003,-6.9185887209844885E-004,1.7219772943809360E-004;2.8947846665987447,8.5812273785879274,-0.26450458906072449,-5.5812190886723213E-003,1.7706618428590638E-003,1.9129618379754395E-004;16.164563289462489,-11.753150419235732,-0.25310119301489176,2.2841260222490290E-003,2.9980377502792249E-003,-1.8452645552209283E-005;18.566693297954110,-23.691570773201263,6.0001817733767115E-002,2.4503090522256838E-003,1.9544231578750172E-003,-9.6716352517808008E-005;-7.7362086976125948,-28.968672762550675,5.3375853899889796,3.0995765794909857E-003,-1.3338222176302640E-003,-7.5385275017428267E-004
-9.2205457109424335E-004,-5.5173529448413255E-003,6.8001191091654234E-005,8.4389663642609340E-006,1.0629849465145705E-006,-2.1392304553108736E-007;-1.4642932627969723,4.9803787444827385,1.2110508821341872E-002,-7.3339872231434180E-003,-1.7696983395563107E-003,1.7145706337161435E-004;2.3312385126951964,8.7410736999154022,-0.24485911891815249,-5.6860045184691970E-003,1.4250176562285723E-003,2.0148697902618536E-004;16.389964549267958,-11.451186809060101,-0.25489939589064553,2.2237721245141821E-003,3.0410392228552643E-003,-1.7510494993933293E-005;18.810711027399780,-23.494844674537987,5.0327089476241406E-002,2.4300004161901282E-003,1.9800644012227886E-003,-9.6776462941547100E-005;-7.4258511053439138,-29.100535067669263,5.2619217779147816,3.1075165385427471E-003,-1.3034185173930685E-003,-7.5940306149879246E-004
-9.3718233874807297E-005,-5.3572734407815346E-003,4.6648106609338929E-005,8.1042777497829889E-006,2.1279323457079424E-006,-2.1255380026241266E-007;-2.1798334315476224,4.7519141546922725,2.9070018770113983E-002,-6.9532350491482318E-003,-2.7880553430859045E-003,1.6715781644124827E-004;1.7583335123508239,8.8660071215574501,-0.22423325862874979,-5.7683017526781438E-003,1.0726618992423756E-003,2.1089594278701873E-004;16.609292667207139,-11.144981802320240,-0.25660311406266084,2.1626668149069680E-003,3.0828638747802234E-003,-1.6563005882389428E-005;19.052684392753246,-23.295564824337337,4.0646875273061010E-002,2.4094221279502841E-003,2.0054977032051007E-003,-9.6826069561237722E-005;-7.1147171188332159,-29.229355488381028,5.1857080690548223,3.1151046330490568E-003,-1.2729854853712223E-003,-7.6485463322320611E-004
