8.0309861683907757E-004,-2.3037877541709487E-004,0.0000000000000000;-0.10523933338025315,0.36103391158427850,0.0000000000000000;0.69738685542610257,-0.18756633190519939,0.0000000000000000;0.56739249245050594,0.82372756753161547,0.0000000000000000;1.2842484939186101,-0.79345719308476381,0.0000000000000000;4.3510327167149434,-2.8534717822263911,0.0000000000000000;-2.2131920445559992,-9.2962586227339727,0.0000000000000000;1.5732500349093121,19.154191306359998,0.0000000000000000;-30.083830066813182,1.2577044916664073,0.0000000000000000
8.8263012236430567E-004,-2.6067759391953157E-004,0.0000000000000000;0.35609829322766207,0.15161254618353071,0.0000000000000000;0.49178744241437355,-0.53019678429883232,0.0000000000000000;0.81234868328870480,0.58409410408469176,0.0000000000000000;1.1160815025342448,-1.0178833953423096,0.0000000000000000;4.2664600740351863,-2.9785457919340184,0.0000000000000000;-2.3216783881371144,-9.2698808998862727,0.0000000000000000;1.6517244113872962,19.147614199405606,0.0000000000000000;-30.081148086679626,1.3205503367056139,0.0000000000000000
9.6626799770110547E-004,-2.9386101787985989E-004,0.0000000000000000;0.20195509714542353,-0.32636400467493187,0.0000000000000000;0.13575457080896389,-0.71053412480422917,0.0000000000000000;0.96206280307082315,0.27586867227556422,0.0000000000000000;0.90961485808315679,-1.2073639689857270,0.0000000000000000;4.1782965548527473,-3.1011130813334278,0.0000000000000000;-2.4298482881279981,-9.2422431752994854,0.0000000000000000;1.7301712401561626,19.140717102340439,0.0000000000000000;-30.078335366254276,1.3833904236901016,0.0000000000000000
1.0536834006640474E-003,-3.3041740411518294E-004,0.0000000000000000;-0.29860147177825913,-0.22141696903099692,0.0000000000000000;-0.26149629930496326,-0.67376596897593333,0.0000000000000000;0.99897670968144536,-6.4774211262539863E-002,0.0000000000000000;0.67201203214149774,-1.3554846066224420,0.0000000000000000;4.0866163989476592,-3.2210704848370559,0.0000000000000000;-2.5376870211674261,-9.2133492503567744,0.0000000000000000;1.8085892106899162,19.133500134266122,0.0000000000000000;-30.075391918166687,1.4462244789324841,0.0000000000000000
1.1443594110575116E-003,-3.7051704279199976E-004,0.0000000000000000;-0.23174633939716485,0.29202438255484914,0.0000000000000000;-0.57841522943184553,-0.43106131153694044,0.0000000000000000;0.91877396765416119,-0.39785848500514814,0.0000000000000000;0.41147717266705097,-1.4572898231997586,0.0000000000000000;3.9914968086802154,-3.3383170328784804,0.0000000000000000;-2.6451799093051402,-9.1832030992616520,0.0000000000000000;1.8869770130565720,19.125963419696212,0.0000000000000000;-30.072317755635751,1.5090522287637946,0.0000000000000000
1.2379588993321157E-003,-4.1403623164498011E-004,0.0000000000000000;0.27725757066575629,0.26746026839447518,0.0000000000000000;-0.71752305712171394,-5.6326373212639128E-002,0.0000000000000000;0.73088444955143128,-0.68429953764211882,0.0000000000000000;0.13695770936496401,-1.5094413346814162,0.0000000000000000;3.8930178838167664,-3.4527540372168706,0.0000000000000000;-2.7523123220161039,-9.1518088684588577,0.0000000000000000;1.9653333379399107,19.118107088556325,0.0000000000000000;-30.069112892469125,1.5718733995346030,0.0000000000000000
1.3343726590949504E-003,-4.6089245973109864E-004,0.0000000000000000;0.30817525805952239,-0.23347607229887404,0.0000000000000000;-0.63517483532780095,0.33552949249727493,0.0000000000000000;0.45737485899954405,-0.89049135780315913,0.0000000000000000;-0.14217317651060463,-1.5103153856669611,0.0000000000000000;3.7912625545708161,-3.5642851745724542,0.0000000000000000;-2.8590696782120113,-9.1191708759771757,0.0000000000000000;2.0436568766617738,19.109931276182753,0.0000000000000000;-30.065777343062770,1.6346877176159795,0.0000000000000000
1.4334859446891741E-003,-5.1109721117971257E-004,0.0000000000000000;-0.19265979350491616,-0.32094600308093296,0.0000000000000000;-0.35584146970400327,0.62329833636836884,0.0000000000000000;0.13035617835513769,-0.99224895074244090,0.0000000000000000;-0.41644165790528104,-1.4600379909760797,0.0000000000000000;3.6863165124600039,-3.6728165679235172,0.0000000000000000;-2.9654374482819348,-9.0852936107488134,0.0000000000000000;2.1219463212053293,19.101436123321356,0.0000000000000000;-30.062311122400445,1.6974949094002456,0.0000000000000000
1.5351517970477787E-003,-5.6458445726787301E-004,0.0000000000000000;-0.32367823134292728,0.17972702067160115,0.0000000000000000;3.4420468219317282E-002,0.71727952073556256,0.0000000000000000;-0.21178614334811213,-0.97764337651697530,0.0000000000000000;-0.67659409265327963,-1.3604597072148872,0.0000000000000000;3.5782681385995665,-3.7782568653667807,0.0000000000000000;-3.0714011561504995,-9.0501817319530122,0.0000000000000000;2.2002003642391665,19.092621776128510,0.0000000000000000;-30.058714246052535,1.7602947013016708,0.0000000000000000
1.6394050071821666E-003,-6.2120485007909813E-004,0.0000000000000000;0.16092860543371090,0.34674817048424356,0.0000000000000000;0.41446333968243093,0.58804450569017386,0.0000000000000000;-0.52889552080145896,-0.84839795793899819,0.0000000000000000;-0.91390293899898689,-1.2150736653139420,0.0000000000000000;3.4672084292612624,-3.8805173166539881,0.0000000000000000;-3.1769463813083521,-9.0138400683860596,0.0000000000000000;2.2784176991398013,19.083488386174377,0.0000000000000000;-30.054986730174665,1.8230868197575483,0.0000000000000000
1.7464734399701917E-003,-6.8103441666572185E-004,0.0000000000000000;0.37290923618792315,-0.10904526804110502,0.0000000000000000;0.66639131271773322,0.27601374356561548,0.0000000000000000;-0.78375291323672147,-0.61968408160924859,0.0000000000000000;-1.1204486726073042,-1.0288822306952154,0.0000000000000000;3.3532309190183578,-3.9795118476983471,0.0000000000000000;-3.2820587607916512,-8.9762736177982507,0.0000000000000000;2.3565970200117667,19.074036110444528,0.0000000000000000;-30.051128591506583,1.8858709912296512,0.0000000000000000
1.8564280454747570E-003,-7.4443763085573075E-004,0.0000000000000000;-5.8065279084248293E-002,-0.37344697336322480,0.0000000000000000;0.71278319939428170,-0.12169127939472307,0.0000000000000000;-0.94644029402782404,-0.31834207001058623,0.0000000000000000;-1.2893700979716560,-0.80821884613783501,0.0000000000000000;3.2364316017029009,-4.0751571330014267,0.0000000000000000;-3.3867239911194891,-8.9374875461634709,0.0000000000000000;2.4347370217068551,19.064265111337413,0.0000000000000000;-30.047139847371653,1.9486469422057577,0.0000000000000000
1.9690238652460969E-003,-8.1176746652683541E-004,0.0000000000000000;-0.36666353967348414,4.0315889118354598E-002,0.0000000000000000;0.54031267042407061,-0.48226931457978217,0.0000000000000000;-0.99784942959193446,2.0264587416847921E-002,0.0000000000000000;-1.4150768299150156,-0.56053193029289117,0.0000000000000000;3.1169088494150348,-4.1673726661849733,0.0000000000000000;-3.4909278302173936,-8.8974871868605039,0.0000000000000000;2.5128363998454670,19.054175556658834,0.0000000000000000;-30.043020515676876,2.0114143992008060,0.0000000000000000
2.0839121826043538E-003,-8.8312558502895997E-004,0.0000000000000000;2.2610189878774042E-002,0.37775885760538286,0.0000000000000000;0.20278311871225566,-0.69533475779844300,0.0000000000000000;-0.93192560262132107,0.35639467500725169,0.0000000000000000;-1.4934195931237269,-0.29413798366889882,0.0000000000000000;2.9947633299443264,-4.2560808285116387,0.0000000000000000;-3.5946560993643057,-8.8562780398077248,0.0000000000000000;2.5908938508403234,19.043767619618208,0.0000000000000000;-30.038770614912515,2.0741730887576511,0.0000000000000000
2.2008764017496618E-003,-9.5851691457010842E-004,0.0000000000000000;0.38793897826053320,2.9874035244905974E-002,0.0000000000000000;-0.19613319219671849,-0.69609000165275314,0.0000000000000000;-0.75638239207612734,0.65059047140722870,0.0000000000000000;-1.5218152631747779,-1.7951633272324536E-002,0.0000000000000000;2.8700979226878713,-4.3412069548980634,0.0000000000000000;-3.6978946851683192,-8.8138657705966317,0.0000000000000000;2.6689080719206331,19.033041478827482,0.0000000000000000;-30.034390164151198,2.1369227374477116,0.0000000000000000
2.3196846919306688E-003,-1.0380067106202841E-003,0.0000000000000000;8.5262175180425059E-002,-0.37241527784442158,0.0000000000000000;-0.53438120664203748,-0.48432570918476536,0.0000000000000000;-0.49180131809724720,0.86830923816551009,0.0000000000000000;-1.4993242823383501,0.25879980387724122,0.0000000000000000;2.7430176325787037,-4.4226793967394951,0.0000000000000000;-3.8006295415489859,-8.7702562096648702,0.0000000000000000;2.7468777611552135,19.021997318301882,0.0000000000000000;-30.029879183046507,2.1996630718718730,0.0000000000000000
2.4399832094752919E-003,-1.1215471940459187E-003,0.0000000000000000;-0.35380400189615691,-0.10536783749398487,0.0000000000000000;-0.70806647079576046,-0.12448381932800280,0.0000000000000000;-0.16921950312513531,0.98398096947520464,0.0000000000000000;-1.4266790288591229,0.52686984674036974,0.0000000000000000;2.6136295015738051,-4.5004295819553688,0.0000000000000000;-3.9028466916700602,-8.7254553514688133,0.0000000000000000;2.8248016174742441,19.010635327459770,0.0000000000000000;-30.025237691831759,2.2623938186617361,0.0000000000000000
2.5615042294802166E-003,-1.2088127417694404E-003,0.0000000000000000;-0.11850895060753541,0.35496380771120145,0.0000000000000000;-0.66300584248766148,0.27323140880512564,0.0000000000000000;0.17351310688057892,0.98401404898793665,0.0000000000000000;-1.3062625770169825,0.77728707957706800,0.0000000000000000;2.4820425183366819,-4.5743920728660195,0.0000000000000000;-4.0045322298264203,-8.6794693535934382,0.0000000000000000;2.9026783406906800,18.998955701121297,0.0000000000000000;-30.020465711319154,2.3251147044809115,0.0000000000000000
2.6843549463034231E-003,-1.2994132342379898E-003,0.0000000000000000;0.35141412078263934,0.16460333421099616,0.0000000000000000;-0.41210806129818328,0.58596528492321343,0.0000000000000000;0.49617912610761183,0.86839355707794297,0.0000000000000000;-1.1420381421397687,1.0016426668599416,0.0000000000000000;2.3483675264965265,-4.6445046217264494,0.0000000000000000;-4.1056723233229739,-8.6323045357944288,0.0000000000000000;2.9805066315218678,18.986958639505879,0.0000000000000000;-30.015563262898983,2.3878254560261443,0.0000000000000000
2.8088665028195227E-003,-1.3932536137671099E-003,0.0000000000000000;0.21704017243442364,-0.31925721936089757,0.0000000000000000;-3.2473542889917190E-002,0.71632721002534128,0.0000000000000000;0.76091810875798538,0.65068315522284415,0.0000000000000000;-0.93943037282484521,1.1923635390053122,0.0000000000000000;2.2127171315908520,-4.7107082236065771,0.0000000000000000;-4.2062532143748159,-8.5839673790257933,0.0000000000000000;3.0582851916119806,18.974644348230100,0.0000000000000000;-30.010530368538536,2.4505258000283114,0.0000000000000000
2.9352750692442074E-003,-1.4904991505878843E-003,0.0000000000000000;-0.28709452444000916,-0.23538574368220433,0.0000000000000000;0.35812847672534026,0.62350167712278470,0.0000000000000000;0.93667307319067838,0.35643047498169600,0.0000000000000000;-0.70516033452290439,1.3429634309843654,0.0000000000000000;2.0752056064912856,-4.7729471662883052,0.0000000000000000;-4.3062612219978114,-8.5344645244797821,0.0000000000000000;3.1360127235539625,18.962013038306644,0.0000000000000000;-30.005367050780922,2.5132154632536401,0.0000000000000000
3.0636762806700007E-003,-1.5913493726680552E-003,0.0000000000000000;-0.24193836495628565,0.28039263824518867,0.0000000000000000;0.63845022926320505,0.33651802265287484,0.0000000000000000;1.0028358805763735,2.0164810869664443E-002,0.0000000000000000;-0.44703726847992087,1.4482642318718322,0.0000000000000000;1.9359487953091179,-4.8311690772134481,0.0000000000000000;-4.4056827438678017,-8.4838027726094207,0.0000000000000000;3.2136879309102797,18.949064926142661,0.0000000000000000;-30.000073332743920,2.5758941725051328,0.0000000000000000
3.1942039188625972E-003,-1.6960238062203167E-003,0.0000000000000000;0.26801552567969777,0.27692595684057875,0.0000000000000000;0.72214114448704314,-5.5209078573227065E-002,0.0000000000000000;0.95166362865950338,-0.31865832305715869,0.0000000000000000;-0.17371177995670961,1.5045800734892820,0.0000000000000000;1.7950640157428968,-4.8853249674306642,0.0000000000000000;-4.5045042581394057,-8.4319890821072079,0.0000000000000000;3.2913095182328331,18.935800233535410,0.0000000000000000;-29.994649238119393,2.6385616546240320,0.0000000000000000
3.3269453495771944E-003,-1.8049767217598503E-003,0.0000000000000000;0.31944051186145944,-0.22241886798979016,0.0000000000000000;0.58433116713765887,-0.43055932477371101,0.0000000000000000;0.78918364036114408,-0.62028846094787160,0.0000000000000000;0.10560361234195934,1.5098568039313804,0.0000000000000000;1.6526699599577903,-4.9353692728955636,0.0000000000000000;-4.6027123252416544,-8.3790305688170559,0.0000000000000000;3.3688761910847433,18.922219187665529,0.0000000000000000;-29.989094791172828,2.7012176364909766,0.0000000000000000
3.4616470331497017E-003,-1.9187827195838870E-003,0.0000000000000000;-0.17698664211605991,-0.33056239230965390,0.0000000000000000;0.26828306701700627,-0.67448668028847047,0.0000000000000000;0.53448289417364481,-0.84934432028006457,0.0000000000000000;0.38143904430838671,1.4637602515367145,0.0000000000000000;1.5088865942497474,-4.9812598933660128,0.0000000000000000;-4.7002935896748141,-8.3249345046001739,0.0000000000000000;3.4463866560642900,18.908322021092044,0.0000000000000000;-29.983410016742564,2.7638618450269026,0.0000000000000000
3.5977214755075894E-003,-2.0377839592669290E-003,0.0000000000000000;-0.32895673998631408,0.16397755438924305,0.0000000000000000;-0.12877820915031812,-0.71276834688153146,0.0000000000000000;0.21746819998152031,-0.97896407309136058,0.0000000000000000;0.64438782105201409,1.3677078698165572,0.0000000000000000;1.3638350579689851,-5.0229582290658765,0.0000000000000000;-4.7972347818292986,-8.2697083161782050,0.0000000000000000;3.5238396208295000,18.894108971750871,0.0000000000000000;-29.977594940238582,2.8264940071939075,0.0000000000000000
3.7345898082949266E-003,-2.1619428010554542E-003,0.0000000000000000;0.14857120623416911,0.35114497564161040,0.0000000000000000;-0.48536000611852109,-0.53382963987532805,0.0000000000000000;-0.12464281924648156,-0.99395416568989570,0.0000000000000000;0.88543219357238767,1.2248399777508734,0.0000000000000000;1.2176375621072921,-5.0604292142425509,0.0000000000000000;-4.8935227198262394,-8.2133595840039817,0.0000000000000000;3.6012337941208266,18.879580282955679,0.0000000000000000;-29.971649587640783,2.8891138499964124,0.0000000000000000
3.8718867836960201E-003,-2.2911057587770450E-003,0.0000000000000000;0.37914375560841479,-9.5785065919967535E-002,0.0000000000000000;-0.69208263371399836,-0.19209626332154378,0.0000000000000000;-0.45168917656174057,-0.89257106600482439,0.0000000000000000;1.0962625482567459,1.0399289218177672,0.0000000000000000;1.0704172869492363,-5.0936413467418236,0.0000000000000000;-4.9891443113310432,-8.1558960411532269,0.0000000000000000;3.6785678857815607,18.864736203397310,0.0000000000000000;-29.965573985497549,2.9517211004827293,0.0000000000000000
4.0092880283981898E-003,-2.4251411185562725E-003,0.0000000000000000;-4.0317275006342176E-002,-0.37763478058857458,0.0000000000000000;-0.68473096856384286,0.20791211993323991,0.0000000000000000;-0.72527813443870359,-0.68672587583451616,0.0000000000000000;1.2695774592640237,0.81922706194780803,0.0000000000000000;0.92229827829765865,-5.1225667140200084,0.0000000000000000;-5.0840865553049941,-8.0973255721891295,0.0000000000000000;3.7558406067771855,18.849576987140111,0.0000000000000000;-29.959368160924750,3.0143154857467986,0.0000000000000000
4.1464543433705940E-003,-2.5637886180645366E-003,0.0000000000000000;-0.36589491425498538,2.2543557574913858E-002,0.0000000000000000;-0.46454747445342992,0.54281333791896191,0.0000000000000000;-0.91328881625774505,-0.40058698765962591,0.0000000000000000;1.3993519762461506,0.57025729801229108,0.0000000000000000;0.77340534250887083,-5.1471810164719285,0.0000000000000000;-5.1783365437069788,-8.0376562119418065,0.0000000000000000;3.8330506692156190,18.834102893615484,0.0000000000000000;-29.953032141605284,3.0768967329297019,0.0000000000000000
4.2832530713216794E-003,-2.7065939366017018E-003,0.0000000000000000;9.0657409515166078E-003,0.37612740685097762,0.0000000000000000;-9.8967545688774611E-002,0.70841825972411432,0.0000000000000000;-0.99364013270341622,-6.7745422651427245E-002,0.0000000000000000;1.4810622458430645,0.30155280844057297,0.0000000000000000;0.62386394097194919,-5.1674635882904081,0.0000000000000000;-5.2718814632011393,-7.9768961442287614,0.0000000000000000;3.9101967863693439,18.818314187615726,0.0000000000000000;-29.946565955788337,3.1394645692208414,0.0000000000000000
4.4199189875562929E-003,-2.8532155801608700E-003,0.0000000000000000;0.38858935969785297,4.3316879786318332E-002,0.0000000000000000;0.29870333913678720,0.65287823976852122,0.0000000000000000;-0.95688191686618496,0.27272469121639126,0.0000000000000000;1.5118560356468478,2.2355472098611089E-002,0.0000000000000000;0.47380008420065900,-5.1833974154729647,0.0000000000000000;-5.3647085968759347,-7.9150537005567951,0.0000000000000000;3.9872776726982342,18.802211139289803,0.0000000000000000;-29.939969632288300,3.2020187218591079,0.0000000000000000
4.5567578621722778E-003,-3.0036815991753524E-003,0.0000000000000000;0.10279400914239561,-0.37096580338914964,0.0000000000000000;0.60495619038082038,0.39353305899093821,0.0000000000000000;-0.80730575326518339,0.58084952798213729,0.0000000000000000;1.4906609918284996,-0.25771516937428124,0.0000000000000000;0.32334022563353998,-5.1949691507792490,0.0000000000000000;-5.4568053259677329,-7.8521373588219241,0.0000000000000000;4.0642920438714478,18.785794024140451,0.0000000000000000;-29.933243200483425,3.2645589181342971,0.0000000000000000
4.6938521525264334E-003,-3.1582140352771752E-003,0.0000000000000000;-0.34680175652919104,-0.12275293308212187,0.0000000000000000;0.72524995532468972,1.1262753083753196E-002,0.0000000000000000;-0.56244446452559416,0.82044636174513874,0.0000000000000000;1.4182253565284368,-0.52900876152302090,0.0000000000000000;0.17261115508492120,-5.2021691253431364,0.0000000000000000;-5.5481591315632963,-7.7881557419949790,0.0000000000000000;4.1412386167878932,18.769063123019386,0.0000000000000000;-29.926386690314885,3.3270848853886896,0.0000000000000000
