0.0000000000000000,0.0000000000000000,0.0000000000000000;0.0000000000000000,2.5699999999999998E-003,0.0000000000000000
0.0000000000000000,2.0718658593063467E-007,0.0000000000000000;2.9486339910847779E-004,2.5531944718232219E-003,0.0000000000000000
2.3776055784853842E-008,8.2741768173420687E-007,0.0000000000000000;5.8587087689500957E-004,2.5030015063010978E-003,0.0000000000000000
1.1858507438589201E-007,1.8553259436015963E-006,0.0000000000000000;8.6921772550928745E-004,2.4200862036042009E-003,0.0000000000000000
3.3078318561881407E-007,3.2801706037232871E-006,0.0000000000000000;1.1411998765734606E-003,2.3055441851421868E-003,0.0000000000000000
7.0521850298896626E-007,5.0859655821226715E-006,0.0000000000000000;1.3982622320363087E-003,2.1608877686573546E-003,0.0000000000000000
1.2846393127622312E-006,7.2516759897755311E-006,0.0000000000000000;1.6370452885744644E-003,1.9880267561933661E-003,0.0000000000000000
2.1091254458109029E-006,9.7514816732784507E-006,0.0000000000000000;1.8544294557535758E-003,1.7892440104208178E-003,0.0000000000000000
3.2155505953427508E-006,1.2555105542977625E-005,0.0000000000000000;2.0475764781614086E-003,1.5671660627920136E-003,0.0000000000000000
4.6370832365493371E-006,1.5628203472512937E-005,0.0000000000000000;2.2139673899271360E-003,1.3247290667451311E-003,0.0000000000000000
6.4027335653373379E-006,1.8932811575139992E-005,0.0000000000000000;2.3514364573682923E-003,1.0651404795546239E-003,0.0000000000000000
8.5369534893321478E-006,2.2427845672441461E-005,0.0000000000000000;2.4582006026960170E-003,7.9183692602578077E-004,0.0000000000000000
1.1059296166060116E-005,2.6069646799551886E-005,0.0000000000000000;2.5328838492404714E-003,5.0843876441110185E-004,0.0000000000000000
1.3984140886573914E-005,2.9812565666301443E-005,0.0000000000000000;2.5745363866896175E-003,2.1870193785006038E-004,0.0000000000000000
1.7320488249758288E-005,3.3609578146170101E-005,0.0000000000000000;2.5826479231476685E-003,-7.3532248651416961E-005,0.0000000000000000
2.1071829571733643E-005,3.7412923125608872E-005,0.0000000000000000;2.5571550687819486E-003,-3.6438873716748650E-004,0.0000000000000000
2.5236093341626072E-005,4.1174753445077720E-005,0.0000000000000000;2.4984425823738588E-003,-6.5001098479624164E-004,0.0000000000000000
2.9805670291685004E-005,4.4847790227343874E-005,0.0000000000000000;2.4073384057294255E-003,-9.2661313716571104E-004,0.0000000000000000
3.4767517324652782E-005,4.8385970641154710E-005,0.0000000000000000;2.2851025097491684E-003,-1.1905313409494834E-003,0.0000000000000000
4.0103339167949753E-005,5.1745079106540586E-005,0.0000000000000000;2.1334096777764337E-003,-1.4382734302548139E-003,0.0000000000000000
4.5789845239970712E-005,5.4883352121899797E-005,0.0000000000000000;1.9543264541468323E-003,-1.6665662383993423E-003,0.0000000000000000
5.1799077858076753E-005,5.7762047284977556E-005,0.0000000000000000;1.7502825859952486E-003,-1.8723998186892853E-003,0.0000000000000000
