0.0000000000000000,0.0000000000000000,0.0000000000000000;0.0000000000000000,5.2026000000000003,0.0000000000000000
0.0000000000000000,4.7054287386737094E-006,0.0000000000000000;0.22643343554676956,5.1976741976221899,0.0000000000000000
2.0479543013795067E-007,1.8817265807645412E-005,0.0000000000000000;0.45243809898875353,5.1829061326807739,0.0000000000000000
1.0235907115510649E-006,4.2317705908854870E-005,0.0000000000000000;0.67758603156393249,5.1583238037147545,0.0000000000000000
2.8644299891238984E-006,7.5171154817394706E-005,0.0000000000000000;0.90145089808424284,5.1239738042933167,0.0000000000000000
6.1334245138612232E-006,1.1732429635477844E-004,0.0000000000000000;1.1236087941468369,5.0799212349633569,0.0000000000000000
1.1233983626024421E-005,1.6870619287596273E-004,0.0000000000000000;1.3436390487820682,5.0262495802026042,0.0000000000000000
1.8566050789884110E-005,2.2922841908652367E-004,0.0000000000000000;1.5611250210242884,4.9630605506062402,0.0000000000000000
2.8525346122052821E-005,2.9878522894378291E-004,0.0000000000000000;1.7756548889025063,4.8904738906001910,0.0000000000000000
4.1502616843786773E-005,3.7725375533347754E-004,0.0000000000000000;1.9868224293617138,4.8086271520390262,0.0000000000000000
5.7882897073401076E-005,4.6449424215188072E-004,0.0000000000000000;2.1942277876422187,4.7176754341105278,0.0000000000000000
7.8044778358048669E-005,5.6035030836222230E-004,0.0000000000000000;2.3974782346635992,4.6177910900324237,0.0000000000000000
1.0235969232459548E-004,6.6464924353394411E-004,0.0000000000000000;2.5961889109819012,4.5091634010892960,0.0000000000000000
1.3119120680721267E-004,7.7720233431386137E-004,0.0000000000000000;2.7899835559133717,4.3919982186192890,0.0000000000000000
1.6489433678463676E-004,8.9780522121980875E-004,0.0000000000000000;2.9784952204453501,4.2665175746207096,0.0000000000000000
2.0381487143285900E-004,1.0262382850899259E-003,0.0000000000000000;3.1613669625848582,4.1329592617079323,0.0000000000000000
2.4828871856934172E-004,1.1622670624645037E-003,0.0000000000000000;3.3382525238278884,3.9915763832040083,0.0000000000000000
2.9864126773276932E-004,1.3056426891223636E-003,0.0000000000000000;3.5088169854673588,3.8426368742139392,0.0000000000000000
3.5518677310788176E-004,1.4561023709401969E-003,0.0000000000000000;3.6727374034950819,3.6864229945776499,0.0000000000000000
4.1822775746816184E-004,1.6133698811912327E-003,0.0000000000000000;3.8297034208928564,3.5232307946550954,0.0000000000000000
4.8805443827012465E-004,1.7771560833491633E-003,0.0000000000000000;3.9794178561498477,3.3533695549476334,0.0000000000000000
5.6494417699174781E-004,1.9471594784144890E-003,0.0000000000000000;4.1215972668877043,3.1771612006096563,0.0000000000000000
6.4916095276426221E-004,2.1230667757334972E-003,0.0000000000000000;4.2559724875212872,2.9949396919523932,0.0000000000000000
7.4095486130116867E-004,2.3045534862350140E-003,0.0000000000000000;4.3822891399313875,2.8070503920877163,0.0000000000000000
8.4056164008103589E-004,2.4912845369669664E-003,0.0000000000000000;4.5003081161762823,2.6138494129035656,0.0000000000000000
9.4820222069145533E-004,2.6829149057737709E-003,0.0000000000000000;4.6098060323213552,2.4157029406042128,0.0000000000000000
1.0640823091905677E-003,2.8790902749166697E-003,0.0000000000000000;4.7105756525201512,2.2129865420878936,0.0000000000000000
1.1883919952899228E-003,3.0794477024024772E-003,0.0000000000000000;4.8024262825361257,2.0060844534712952,0.0000000000000000
1.3213053911081906E-003,3.2836163097518440E-003,0.0000000000000000;4.8851841319517764,1.7953888521048944,0.0000000000000000
1.4629803001895037E-003,3.4912179849061562E-003,0.0000000000000000;4.9586926443708146,1.5812991134551553,0.0000000000000000
1.6135579174230772E-003,3.7018680989426428E-003,0.0000000000000000;5.0228127949793651,1.3642210542590287,0.0000000000000000
1.7731625604423427E-003,3.9151762352402173E-003,0.0000000000000000;5.0774233548937655,1.1445661633829913,0.0000000000000000
1.9419014330222389E-003,4.1307469297141037E-003,0.0000000000000000;5.1224211217853330,0.92275082184296897,0.0000000000000000
2.1198644209326507E-003,4.3481804207154287E-003,0.0000000000000000;5.1577211163362247,0.69919551346284692,0.0000000000000000
2.3071239206443853E-003,4.5670734071727483E-003,0.0000000000000000;5.1832567441452779,0.47432402766783732,0.0000000000000000
2.5037347012216399E-003,4.7870198135359920E-003,0.0000000000000000;5.1989799227682010,0.24856265592470664,0.0000000000000000
2.7097337996717739E-003,5.0076115600695562E-003,0.0000000000000000;5.2048611736426960,2.2339383353726483E-002,0.0000000000000000
2.9251404499594600E-003,5.2284393370302887E-003,0.0000000000000000;5.2008896787158294,-0.20391692295282801,0.0000000000000000
3.1499560458280872E-003,5.4490933812579604E-003,0.0000000000000000;5.1870733016581116,-0.42977732736377738,0.0000000000000000
3.3841641375067406E-003,5.6691642537004643E-003,0.0000000000000000;5.1634385736162125,-0.65481363934779402,0.0000000000000000
3.6277304623163276E-003,5.8882436163934949E-003,0.0000000000000000;5.1300306435238392,-0.87859922577075233,0.0000000000000000
3.8806030091235581E-003,6.1059250074148230E-003,0.0000000000000000;5.0869131930579297,-1.1007098203064556,0.0000000000000000
4.1427121165266813E-003,6.3218046123364839E-003,0.0000000000000000;5.0341683163948661,-1.3207243284203400,0.0000000000000000
4.4139706045922215E-003,6.5354820307043076E-003,0.0000000000000000;4.9718963649887025,-1.5382256263935452,0.0000000000000000
4.6942739398976099E-003,6.7465610360831164E-003,0.0000000000000000;4.9002157576603267,-1.7528013528654811,0.0000000000000000
4.9835004335706638E-003,6.9546503282177123E-003,0.0000000000000000;4.8192627563529262,-1.9640446913867133,0.0000000000000000
5.2815114719534893E-003,7.1593642758743534E-003,0.0000000000000000;4.7291912079749139,-2.1715551424905937,0.0000000000000000
5.5881517794556567E-003,7.3603236489448182E-003,0.0000000000000000;4.6301722528165250,-2.3749392838115693,0.0000000000000000
5.9032497130996064E-003,7.5571563384153016E-003,0.0000000000000000;4.5223940000904435,-2.5738115168004603,0.0000000000000000
6.2266175882002431E-003,7.7494980628252733E-003,0.0000000000000000;4.4060611712099575,-2.7677947986121847,0.0000000000000000
6.5580520345607431E-003,7.9369930598670122E-003,0.0000000000000000;4.2813947114801296,-2.9565213577693563,0.0000000000000000
6.8973343825078368E-003,8.1192947618047243E-003,0.0000000000000000;4.1486313709381983,-3.1396333922358695,0.0000000000000000
7.2442310780323422E-003,8.2960664534229688E-003,0.0000000000000000;4.0080232551387658,-3.3167837485679237,0.0000000000000000
7.5984941262446475E-003,8.4669819112474232E-003,0.0000000000000000;3.8598373467371387,-3.4876365808458929,0.0000000000000000
7.9598615623002900E-003,8.6317260228168345E-003,0.0000000000000000;3.7043549987804134,-3.6518679881289215,0.0000000000000000
8.3280579488978369E-003,8.7899953848231648E-003,0.0000000000000000;3.5418714006703360,-3.8091666292150803,0.0000000000000000
8.7027948994000837E-003,8.9414988789774420E-003,0.0000000000000000;3.3726950178145985,-3.9592343135332295,0.0000000000000000
9.0837716255802257E-003,9.0859582245015856E-003,0.0000000000000000;3.1971470060338856,-4.1017865670383733,0.0000000000000000
9.4706755089472468E-003,9.2231085061913586E-003,0.0000000000000000;3.0155606018405892,-4.2365531720301064,0.0000000000000000
9.8631826945593647E-003,9.3526986770425397E-003,0.0000000000000000;2.8282804897515526,-4.3632786798637113,0.0000000000000000
1.0260958706191150E-002,9.4744920344813893E-003,0.0000000000000000;2.6356621478414084,-4.4817228955754196,0.0000000000000000
1.0663659081678843E-002,9.5882666692912281E-003,0.0000000000000000;2.4380711727849271,-4.5916613334972318,0.0000000000000000
