0.0000000000000000,0.0000000000000000,0.0000000000000000;0.0000000000000000,5.2026000000000003,0.0000000000000000
2.1623860182117303E-009,5.2281774788398381E-007,0.0000000000000000;7.5498995864085400E-002,5.2020526116560912,0.0000000000000000
1.8740107396398706E-008,2.0911682469761853E-006,0.0000000000000000;0.15098210456773900,5.2004105618911627,0.0000000000000000
6.4904193295835265E-008,4.7047323113193687E-006,0.0000000000000000;0.22643344229358459,5.1976741964595163,0.0000000000000000
1.5581944916761367E-007,8.3629706858054933E-006,0.0000000000000000;0.30183713190912453,5.1938440915229540,0.0000000000000000
3.0664126624470209E-007,1.3065124159410932E-005,0.0000000000000000;0.37717730630711072,5.1889210535297501,0.0000000000000000
5.3251243300356609E-007,1.8810213724637466E-005,0.0000000000000000;0.45243811174381732,5.1829061190452519,0.0000000000000000
8.4855994926312199E-007,2.5597040783126014E-005,0.0000000000000000;0.52760371117451565,5.1758005545341286,0.0000000000000000
1.2698918435882543E-006,3.3424187397400302E-005,0.0000000000000000;0.60265828758545215,5.1676058560943394,0.0000000000000000
1.8115939946644492E-006,4.2290016588688163E-005,0.0000000000000000;0.67758604732163308,5.1583237491428466,0.0000000000000000
2.4887269573092816E-006,5.2192672680758654E-005,0.0000000000000000;0.75237122340971740,5.1479561880531692,0.0000000000000000
3.3163227937855471E-006,6.3130081689703288E-005,0.0000000000000000;0.82699807887532317,5.1365053557448261,0.0000000000000000
4.3093819110797438E-006,7.5099951759580497E-005,0.0000000000000000;0.90145091005405165,5.1239736632247643,0.0000000000000000
5.4828699048083639E-006,8.8099773643832683E-005,0.0000000000000000;0.97571404989553556,5.1103637490808831,0.0000000000000000
6.8517144104131415E-006,1.0212682123237566E-004,0.0000000000000000;1.0497718712598205,5.0956784789277290,0.0000000000000000
8.4308019623048496E-006,1.1717815212425084E-004,0.0000000000000000;1.1236087902053886,5.0799209448044973,0.0000000000000000
1.0234974861613642E-005,1.3325060824572114E-004,0.0000000000000000;1.1972092692681329,5.0630944645254718,0.0000000000000000
1.2279028053202179E-005,1.5034081651368181E-004,0.0000000000000000;1.2705578207306025,5.0452025809830090,0.0000000000000000
1.4577706012595821E-005,1.6844518954424822E-004,0.0000000000000000;1.3436390098808235,5.0262490614032505,0.0000000000000000
1.7145699643482227E-005,1.8755992640637334E-004,0.0000000000000000;1.4164374582600217,5.0062378965546781,0.0000000000000000
1.9997643186430374E-005,2.0768101342033760E-004,0.0000000000000000;1.4889378468985635,4.9851732999097118,0.0000000000000000
2.3148111139476927E-005,2.2880422500094560E-004,0.0000000000000000;1.5611249195394341,4.9630597067595037,0.0000000000000000
